[Fichero de universo]
[O]|Quara|0|[8,4,26][4,,42][13,,29][2,10,46][12,,78]
Nenatin|49|[62,4,72][40,11,12][48,,29][58,,78][56,,19][55,10,2]
Nenin|50|[38,9,45][37,5,9][46,10,83]
Oen|51|[63,,76][39,,2][60,9,23][58,,42][56,,63][55,,45]
Galin|52|[51,,45][62,,17][47,,75][44,4,75]
Algja|53|[52,,78][59,9,23][47,10,42][45,5,69][66,,11]
Ilama|54|[43,,38][52,9,56][51,9,80][48,2,63][67,,61]
Onnaja|55|[53,10,73][62,5,8][50,8,0][44,,63]
Merine|56|[54,9,49][53,,96][41,,77][69,,64]
Ilaptja|57|[43,,27][56,,99][44,11,25]
Quaritna|58|[65,,71][71,,14][48,,81][56,,7][44,,52]
Ordotnaja|59|[54,,49][70,4,34][46,,96][45,6,82]
Meronna|60|[54,,14][64,,13][63,,36][62,,12][50,4,48][59,,81][47,10,68][57,,20]
Galonin|61|[65,10,29][64,,55][52,3,46][73,,71][48,,42][69,,83][68,3,42]
Nenaptna|62|[54,,95][76,,20][74,,22][51,,24][47,,36][68,,16]
Nenna|63|[76,7,1][62,4,12][48,5,72][56,6,80][67,10,52]
Ordota|64|[68,12,81][65,,19][62,,3][60,11,23][78,8,98][54,7,45][76,,91][51,,85][71,,98][70,,87][69,10,29]
Uja|65|[54,7,92][53,7,1][61,,63][59,,79]
Ilamna|66|[65,3,97][63,4,0][51,,26][59,,93][80,,39][69,,44][56,,63][67,,78]
Aja|67|[76,1,77][61,8,51][81,,72][70,,88][80,,81][68,,13][55,,93]
Nena|68|[53,6,70][57,3,37][66,,3]
Gala|69|[76,,97][75,,50][73,,76][71,,77][82,,58][79,2,43]
Galonin|70|[76,,11][74,,87][73,5,48][62,,15][59,,57][79,10,2]
Polen|71|[60,,91][58,4,50][57,4,19][56,,47]
Merwenen|72|[76,2,59][86,7,80][62,2,19][58,10,28][79,,82][77,,45]
Polna|73|[76,,12][86,,90][83,,0][82,,62][70,10,80]
Amnaja|74|[85,2,80][72,,87][82,,42][60,,24][70,,1]
Nene|75|[64,2,15][71,,51][60,,38][81,,82][80,8,98][69,,65]
Ilna|76|[65,,93][75,,76][62,,48][73,,10][90,,76][89,,54]
Polotna|77|[62,,99][72,,17][91,8,50][67,,61]
Ea|78|[86,,98][63,3,73][72,,99][71,,97]
Merin|79|[65,4,55][76,,30][85,6,47][84,,98][71,,32]
Quaronna|80|[70,4,23][69,1,18][66,,35]
Wenna|81|[87,1,84][75,,54][85,1,15][70,,51][92,11,11][79,,30]
Ilnaja|82|[85,,92][94,,64][71,,79][91,9,66][90,,3][77,,29]
Galinja|83|[87,,24][75,6,9][95,5,36][72,5,72][92,3,16][90,9,89]
Meralgja|84|[85,,9][95,,9][89,,92][77,7,62][88,,26]
Ilonja|85|[98,11,89][76,,29][97,,63][73,12,28][81,,62]
Wenen|86|[76,6,52][75,2,93][96,,33][73,9,51][91,,61][80,,55][90,,32][88,9,98]
Quare|87|[73,,0][83,,84][81,,75][89,1,10]
Polotna|88|[75,,43][85,,47][96,6,10][81,,50][102,,80]
Ea|89|[86,,49][83,,94][82,9,71][92,,76][103,,54]
Orda|90|[85,,59][84,,61][82,4,43][80,6,85][91,,48][100,5,89][88,,76]
Quarja|91|[83,6,18][103,,93][80,,11][90,,54][101,,33]
Merite|92|[86,,72][94,,15][81,,3][102,10,34][89,3,60]
Nenwennaja|93|[86,,3][107,,12][85,,50][84,,87][95,12,12][101,6,16][89,,46][88,,37]
Ilja|94|[87,,55][98,1,78][97,7,64][84,,45][105,9,77][82,,28][91,1,51]
Ordja|95|[91,,2][88,11,5][87,7,5][83,,9][104,8,74][102,,65][99,2,53][96,,67][93,11,28]
Unaja|96|[87,2,63][85,2,28][81,10,82][91,,39][89,,57][99,10,11]
Quarotnaja|97|[109,,78][107,,60][84,,76][104,,35][92,,86][102,,24][89,,23]
Apta|98|[89,,38][88,6,7][109,,57][107,,86][104,6,35][102,,30][99,,50][95,,86][93,,20]
Itan|99|[96,,8][84,,87][106,,39][92,,83][100,,94]
Otio|100|[98,2,97][85,,16][106,,74][91,,35]
Ordio|101|[89,,68][100,8,61][99,7,13]
Otan|102|[98,,26][96,,83][92,,97]
Wenio|103|[97,,7][94,10,29][90,,62][99,,77]
Quartor|104|[97,,66][108,8,83][107,,0][93,,90][115,,46][112,,83][111,,71][110,,40]
Ordtor|105|[107,,95][117,,83][92,5,93][102,,91][91,,9][99,5,69]
Polnor|106|[109,10,33][93,,19][103,,0][102,,82]
Ordapto|107|[111,,81][110,,8][106,,56][103,,32][102,10,70][98,,39][118,,92][94,8,77][116,,64]
Galoto|108|[97,,72][95,,67][115,2,28][122,,54][100,3,82]
Wenio|109|[119,2,50][108,4,23][116,,88][113,3,15][102,,66][121,,66]
Itan|110|[108,,9][117,3,46][102,2,88][101,,71][122,,80][121,,2]
Atan|111|[109,,34][97,,29][96,3,65][107,,1][117,,28][116,,19][102,,92][124,,21]
Aman|112|[120,7,44][119,8,25][116,9,29][103,,31][111,,90][99,3,80]
Ordwenor|113|[98,11,32][119,,99][117,,69][126,,97][124,,61][102,,73][100,,40]
Galnor|114|[119,11,79][128,5,43][105,,96][126,12,8][115,,80][113,9,95][102,,69]
Polonnor|115|[107,,73][102,,78][101,,50]
Nenwenor|116|[109,1,86][103,,28][113,,90][121,,64]
Nenwenan|117|[118,,86][107,,75][129,,2][125,,43][112,10,68][121,,76]
Galor|118|[126,11,73][103,,91][124,7,97][122,2,18][111,,71][110,,98]
Meratio|119|[130,6,89][128,,21][127,10,79][113,,60][133,,10][121,9,27]
Polator|120|[117,5,34][106,4,13][105,,96][133,,23]
Polintor|121|[109,8,98][130,11,35][129,8,42][115,,68][124,8,18][122,3,88]
Wenor|122|[131,10,97][130,4,66][115,5,86][136,,24][124,9,35][123,2,9]
Merato|123|[129,7,45][128,9,77][127,,44][115,3,76][125,,36][136,,78][124,,57][132,,99]
Galan|124|[129,,65][128,1,23][116,8,47][126,9,54][135,5,77][123,,73]
Ilor|125|[115,,26][111,,83][121,,27]
Ilittor|126|[129,,82][128,,42][115,,42][136,12,46][113,10,44][133,,76]
Amo|127|[119,,1][115,,29][114,,68][134,6,96]
Ordor|128|[115,2,73][126,,69][125,,48][124,,26]
Quarus|129|[142,,65][117,,26][138,,8][127,2,7][114,,78]
Orditio|130|[135,3,96][134,10,81][133,,61][131,,88][129,9,2][128,,66][124,,41][118,,16][116,,31][139,,62]
Amor|131|[130,12,52][140,,63][116,3,63][125,,78][135,,85]
Nenaptan|132|[131,3,23][118,10,63][129,,92][125,6,29]
Galino|133|[119,2,70][129,,91][146,,49][134,,45][132,,99][143,,74]
Ator|134|[131,,26][119,12,15][125,,31][145,,3][123,,53][121,6,39]
Polor|135|[131,4,55][128,,68][149,11,80][145,9,27][134,,61][143,9,0]
Quaror|136|[131,,78][138,,75][147,8,11][123,,52][144,,16][133,,90]
Ilus|137|[129,,21][127,3,22][136,,39][124,,92][123,,8][134,12,29]
Galnor|138|[130,,62][150,,42][136,,57][134,10,27][143,7,42]
Galan|139|[141,,41][138,,29][148,,16][134,6,75][144,,54][132,,3]
Algo|140|[136,1,25][134,,4][129,,71][128,4,92][127,10,71][148,7,99][145,,34][143,6,63][139,,55]
Quarwennor|141|[142,,13][150,,66][149,,78][126,,41][135,11,27][155,,88][143,6,60]
Wenio|142|[131,,76][130,8,38][138,,24][137,,87]
Polaptus|143|[142,,34][152,,40][151,,47][129,,27][138,,33][157,5,60][145,,14][133,,67]
Ilwenus|144|[140,,28][139,10,42][149,6,76][156,7,4][133,,48]
Merio|145|[153,,64][152,6,10][148,,59][133,,26][132,,72][154,,99]
Galio|146|[160,9,54][159,7,20][156,6,62][131,,39][150,,20][148,7,25][144,12,42][143,,17][140,,25]
Ordtor|147|[152,2,10][140,3,58][148,3,77][135,10,12][146,,90][133,10,0]
Merino|148|[140,8,47][139,,58][159,,97][157,10,97][144,11,68][155,11,45]
Ordnor|149|[137,,27][159,7,0][158,2,26][154,10,79][153,,33][152,,83][143,,48][141,3,60][162,,27]
Ordnor|150|[140,,83][162,,90][146,,95][145,,34][155,5,77]
Ordio|151|[153,,79][142,,73][162,,10][139,,65][150,,31][149,1,82][147,,77][156,9,36]
Ordato|152|[153,,73][141,,64][163,,62][150,4,67][145,11,66]
Otor|153|[142,1,91][140,1,55][139,,67][143,10,3]
Merio|154|[142,,9][163,6,52][151,7,97][158,,36][143,,40]
Meralgus|155|[140,,37][149,7,7][159,,22][147,,32][157,7,27][145,,57]
Nenaman|156|[152,,22][163,5,67][150,9,70][160,2,3][159,11,43][143,4,16]
Polo|157|[164,12,65][158,6,9][168,,67][156,,34][145,,75][144,,45][166,12,10][165,6,71]
Quario|158|[162,,90][150,,10][161,4,98][168,,83][146,3,65][167,,67][144,,72][166,4,72]
Quarinio|159|[153,,15][163,,69][162,5,15][148,,62][169,,62][146,,45][156,,72]
Ilnor|160|[170,,39][148,11,57][146,1,2][154,6,76]
Ilan|161|[152,,23][163,,67][173,7,42][171,5,99][156,,99][165,,4]
Amus|162|[150,,17][159,,4][147,3,54]
Merinan|163|[152,7,36][151,2,16][161,,42][157,,70][155,1,69]
Mertor|164|[175,6,3][150,,68][167,,49][155,9,73][154,6,78]
Neno|165|[175,11,28][171,10,98][159,,49][158,,35][167,,37][178,2,41][155,8,42][176,1,69]
Ordator|166|[164,4,93][151,,54][171,,51][178,11,32][155,,31]
Galus|167|[163,12,55][173,11,72][181,,7][179,,66][178,,78][155,,88][177,8,9]
Galor|168|[164,,80][153,,76][181,7,11][170,,30][169,12,11][178,1,67][154,,35]
Atus|169|[164,,23][158,,66][180,,22][167,,50][165,,59]
Ordo|170|[160,9,80][180,,36][179,,21][178,,52][174,9,94][168,,45][167,,66][165,,53][164,,70][161,10,77]
Galatio|171|[162,2,14][172,,18][160,,65][181,2,69][166,,16]
Polonus|172|[162,,19][161,,16][182,3,96][165,,84]
Mero|173|[162,,17][171,6,65][170,,74][178,2,38][166,,54]
Ordapto|174|[185,6,69][184,,99][182,,95][159,,94][170,,45][169,3,1][180,7,74][177,,41]
Nentor|175|[184,,66][162,,9][172,,7][171,6,70][165,8,27]
Wenan|176|[184,,83][181,11,60][170,,72][168,10,43][179,,71][167,,54][188,,45]
Itan|177|[175,,68][185,3,38][178,8,19][167,,38][188,,47][166,,67][176,12,52]
Polotnor|178|[185,,46][163,12,68][172,1,55][170,,75][169,,43][180,4,13][189,,34][165,,41]
Quaramor|179|[186,,66][164,6,55][185,,63][181,1,53][192,,97]
Nenus|180|[171,10,78][181,,4][166,1,65][165,,96][187,,29]
Merinnor|181|[175,,2][186,,96][194,1,4][171,,57][168,9,78][167,12,91]
Galalgor|182|[173,,51][194,,5][170,,42][190,,21][189,,36][187,,4][176,8,47]
Galtor|183|[175,8,80][182,,43][178,10,13]
Quaro|184|[186,12,29][174,5,59][195,12,45][182,,35][178,,23]
Quaratan|185|[197,4,41][184,,25][173,,80][194,,34][191,,51][177,,95][198,,31]
Ilono|186|[172,,52][180,2,35][190,,89][179,,90][199,,1]
Ilus|187|[175,9,9][193,3,70][181,,21][191,,81][180,,19]
Intor|188|[186,9,72][196,,98][183,,68][191,10,88][189,,17][177,,57]
Galinnor|189|[185,,33][184,,69][177,,25][188,,65]
Aptor|190|[185,,78][195,,78][204,,70][203,,71][178,,25][200,,17]
Otan|191|[196,2,2][203,,81][199,,61][198,,57]
Quarotio|192|[204,9,43][202,,22][201,7,91][200,,81][187,,54]
Iltor|193|[196,6,18][184,,58][195,8,4][194,6,16][191,10,59][187,,23]
Itio|194|[207,,40][195,,40][193,1,5][191,,98][189,,39][200,7,32]
Ilo|195|[207,,71][183,,57][194,2,42][203,,32][200,7,4][199,4,13]
Mertor|196|[208,,67][194,,83][183,,36][193,1,82][203,,18][189,,48]
Galtor|197|[207,3,65][184,,1][191,,62][202,6,56][198,6,95][187,,63]
Ozrorg|198|[205,,81][192,,4][191,12,62][189,4,0][200,,74][210,3,14][199,,85]
Murg|199|[185,1,1][206,,78][190,8,23][189,7,66][200,11,56]
Aschuzz|200|[207,,82][195,,12][203,,77][191,,91][202,,38][198,6,67]
Umzakh|201|[197,,18][207,12,82][191,,63][202,,91][189,11,52][187,,15]
Sesch|202|[197,,90][195,,70][214,,74][190,,36][200,1,28]
Krusurg|203|[213,8,93][190,,4][201,7,45][200,,84][211,,98][209,7,41][198,,15]
Ogl|204|[208,,81][196,,95][191,,38][212,,40][201,3,52][210,3,21][199,,75][198,5,65]
Ezhuk|205|[196,,43][217,10,58][195,,68][191,,87]
Irgh|206|[219,2,42][215,,14][214,,3][201,,37][200,,26][210,,98][198,,49]
Kirg|207|[219,12,91][218,,23][205,8,1][216,,59][221,,49]
Emarl|208|[206,,98][194,9,30][212,,5][200,12,9][198,,41]
Ik|209|[197,6,59][194,5,20][215,,74][212,,25][211,,59][199,,4]
Grorzogl|210|[217,,41][205,,1][216,,27][201,2,88][211,,52][198,7,8]
Otuzz|211|[219,11,32][205,11,87][202,6,84][213,,22][201,,49]
Ukrirgh|212|[208,8,1][216,,48][202,,37][211,,59]
Kazhurz|213|[204,,41][225,,23][212,3,0][200,11,41][210,9,65]
Uzg|214|[208,7,49][218,,66][227,,46][225,3,72][203,3,22][201,4,33][221,,39]
Gnokozz|215|[219,,54][229,,66][207,,99][228,,33][227,1,29][225,2,67][223,8,72][200,,31]
Rzis|216|[204,,97][213,,29][212,,53]
Erzasch|217|[218,6,16][205,,99][204,,47][203,,67][202,1,20][223,4,19][222,,61][231,5,7]
Zrezhormg|218|[230,,13][204,,29][225,,93][214,10,28][221,6,90][232,,98][209,12,2]
Zigl|219|[228,,37][205,8,96][204,,38][224,3,12][222,,71][220,,0]
Zrikusch|220|[206,,10][212,11,55][223,,93][234,,97][211,5,31][232,10,84][210,10,43][209,,39]
Ochit|221|[219,,22][214,8,57][213,2,43]
Irhrargh|222|[207,3,65][236,,86][212,,74][232,,43][220,1,74][231,3,39]
Kizh|223|[218,,81][216,,57][215,,26][235,10,21][213,6,63]
Grorgl|224|[230,,0][216,3,20][213,11,46][232,,27][209,,69][231,,11]
Uzhazz|225|[219,,76][216,11,9][223,8,77]
Megl|226|[229,,32][213,7,9][235,,92][211,,82][221,,37][220,,56]
Zhikarz|227|[230,4,2][228,,5][239,,39][238,,11][223,,4][232,9,21][220,,67]
Rzek|228|[226,,42][221,8,72][218,,74][217,,50][240,,32][216,1,27][214,,81][237,,10][235,,16]
Umgr|229|[241,12,86][218,,78][228,3,13][237,,84][226,10,61][225,10,63][242,9,79]
Isat|230|[217,1,31][239,,13][224,,18][221,,77][231,3,33][242,8,11]
Ogl|231|[219,,4][218,2,64][228,,93][236,,80][245,,93][222,2,56]
Asos|232|[240,7,64][228,,82][226,,84][235,6,14][233,,37][221,,29]
Uk|233|[239,7,77][237,,80][246,,23][245,,79][222,,95][221,,87][242,,48]
Zogh|234|[230,12,35][239,,8][245,,29][233,9,83][232,7,36]
Mischigh|235|[249,11,64][223,,56][246,,83][222,,54][244,,94][243,,53][240,1,44][236,,75][234,,19][232,,37]
Erl|236|[240,,73][249,,86][248,8,80][225,5,38][224,,40][223,6,65][244,,48]
Okh|237|[230,1,73][249,,0][234,,29][231,,84]
Zhurzokh|238|[223,,46][233,4,51][232,,16]
Zutarng|239|[238,4,58][227,5,36][224,4,94][245,,76]
Avm|240|[241,12,67][226,,90][236,,27][235,,30]
Uzzuch|241|[228,,63][248,,7][235,7,59][234,11,25][233,,71][232,,56]
Matagl|242|[230,9,1][241,9,80][240,4,14][229,3,71][239,5,48][249,6,15][238,,8][243,,84]
Enuk|243|[230,,17][229,,5][237,11,1]
Zhusis|244|[229,,67][236,,44][247,,73][242,,84]
Umargh|245|[238,,88][249,1,56][248,,67][232,10,69][242,,78]
[D]|Hrukarng|246|
[D]|Grurgl|247|
[D]|Emizg|248|
[D]|Uvgn|249|
